gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Marktet,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source,Is_Outlier_LOF
Male,33,Yes,2,3,7,6,4,1,5,Unknown,Risk,Growth,Savings for Future,3-5 years,Daily,30%-40%,Equity,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,FALSE
Female,31,Yes,5,4,3,2,7,1,6,Yes,Returns,Unknown,Returns,Less than 1 year,Daily,10%-20%,Mutual Fund,retirement plan_err,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Male,30,Yes,2,4,7,5,1,3,6,Unknown,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,28,Yes,2,3,6,5,1,4,62.4683885,Yes,Returns,capital appreciation_err,Wealth Creation,1-3 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television,FALSE
Female,27,Yes,2,4,5,6,3,1,7,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%_err,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Unknown,FALSE
Male,25.8,Yes,3,4,33.77904611,5,1,2,7,Yes,Unknown,Capital Appreciation,Wealth Creation,1-3 years,Unknown,20%-30%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,29,Yes,2,4,7,6,3,1,5,yes_err,Returns,Capital Appreciation,Wealth Creation,less than 1 year_err,Monthly,30%-40%,Mutual Fund,Retirement Plan,capital appreciation_err,Unknown,Assured Returns,Unknown,Financial Consultants,FALSE
Male,30,Yes,1,4,6,5,3,2,7,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Daily,30%-40%,Unknown,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,20,Yes,2,1,3,7,6,4,5,Unknown,Returns,Income,Wealth Creation,Less than 1 year,Daily,30%-40%,Fixed Deposits,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet,FALSE
Male,25.4,Yes,3,4,6,5,1,2,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Equity,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,31,Yes,3,2,7,5,4,1,6,Yes,Risk,Unknown,Wealth Creation,More than 5 years,Daily,20%-30%,Fixed Deposits,Unknown,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,television_err,FALSE
Male,26,Yes,2,5,7,6,3,1,62.4683885,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Fixed Returns,Unknown,FALSE
Female,23,Yes,2,4,5,18.78781411,3,1,7,Unknown,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Unknown,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,25,Yes,3,2,7,5,4,1,6,Yes,Risk,Growth,Unknown,More than 5 years,Monthly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,assured returns_err,Risk Free,Television,FALSE
Male,33,Yes,1,3,7,4,5,12.98575403,6,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Unknown,Fund Diversification,Assured Returns,Fixed Returns,Unknown,FALSE
Female,33,Yes,1,2,5,3,7,6,4,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,safe investment_err,Fixed Returns,Newspapers and Magazines,FALSE
Female,25,Yes,2,4,5,6,3,1,62.4683885,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Unknown,FALSE
Female,33,Yes,3,46.38680213,7,5,45.92673072,2,6,Yes,Risk,Growth,Wealth Creation,3-5 years,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Unknown,Financial Consultants,FALSE
Male,30,Yes,3,2,7,4,5,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Female,27,Yes,2,3,7,4,5,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,32,yes_err,2,3,6,5,1,4,7,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Unknown,Unknown,Capital Appreciation,Better Returns,Assured Returns,Unknown,Television,FALSE
Male,31,Yes,1,4,6,5,3,2,7,Yes,Risk,Growth,Wealth Creation,More than 5 years,Daily,10%-20%,Unknown,Health Care,Capital Appreciation,Better Returns,Assured Returns,fixed returns_err,financial consultants_err,FALSE
Unknown,28,Yes,2,3,6,5,4,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,FALSE
Male,31,Yes,2,5,7,6,3,1,4,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Weekly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Unknown,Unknown,Unknown,Financial Consultants,FALSE
Male,27,Yes,2,3,6,5,1,4,7,Yes,Unknown,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,Unknown,Equity,Unknown,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television,FALSE
Female,33,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,Savings for Future,More than 5 years,Monthly,10%-20%,Unknown,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,28,Yes,2,4,7,5,45.92673072,3,6,Yes,Returns,Capital Appreciation,Wealth Creation,more than 5 years_err,Monthly,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
female_err,26,No,38.91517435,5,4,6,3,1,2,Unknown,Unknown,capital appreciation_err,Wealth Creation,Unknown,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,FALSE
Female,28,Yes,2,3,33.77904611,5.4,4,1,62.4683885,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Equity,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Female,31,Yes,2,4,33.77904611,6,3,3.397150807,5,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,33,Yes,2,4,7,69.93907057,3,1,6,Yes,Unknown,Growth,savings for future_err,3-5 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,25,Yes,3,4,6,5,2,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,Public Provident Fund,Unknown,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Female,30,Yes,3,4,7,5,1,2,6,Yes,Risk,Growth,Wealth Creation,More than 5 years,Unknown,20%-30%_err,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Unknown,25,Yes,2,3,6,4,1,5,7,Yes,Returns,Capital Appreciation,Returns,nan_err,Monthly,30%-40%,Fixed Deposits,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines,FALSE
Male,24,Yes,2,3,33.77904611,4,9.985346145,5,7,Yes,Returns,Capital Appreciation,Returns,1-3 years,Monthly,30%-40%,Fixed Deposits,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines,FALSE
Male,28,Yes,2,3,6,5,1,4,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television,FALSE
Unknown,22,Yes,2,1,3,7,6,4,5,Yes,Returns,Income,Wealth Creation,1-3 years,Daily,30%-40%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet,FALSE
Female,27,Unknown,38.91517435,2,7,4.8,4,12.98575403,6,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Monthly,Unknown,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television,FALSE
Male,25,Yes,2,3,6,5,4,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,FALSE
Female,21,No,1,2,3,4,5,6,7,No,Returns,Capital Appreciation,Savings for Future,3-5 years,Monthly,10%-20%,Mutual Fund,Education,Dividend,Unknown,Safe Investment,Risk Free,Internet,FALSE
Male,31,Yes,2,4,7,5,3,1,6,Yes,Unknown,Growth,Wealth Creation,3-5 years,Daily,30%-40%,Mutual Fund,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Male,27,Yes,2,3,6,5,1,4,62.4683885,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Equity,Retirement Plan,capital appreciation_err,Better Returns,Assured Returns,Risk Free,Television,FALSE
Unknown,32,yes_err,2,3,6,5,1,4,7,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television,FALSE
Female,27.4,Yes,2,4,33.77904611,5,3,1,6,Yes,Risk,Growth,Savings for Future,3-5 years,Monthly,Unknown,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Unknown,Financial Consultants,FALSE
Female,31,Yes,38.91517435,4,33.77904611,6,3,12.98575403,5,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,22,Yes,4,3,2,1,5,6,7,No,Locking Period,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Mutual Fund,health care_err,Unknown,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,FALSE
Female,26,Yes,2,3,7,4,45.92673072,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,25.4,Yes,3,4,6,5,1,2,7,Unknown,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,Unknown,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,25,Yes,2,4,5,6,3,1,7,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,35,Yes,2,4,7,5,3,1,6,Yes,risk_err,Growth,Savings for Future,1-3 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Risk Free,Unknown,FALSE
Male,28,Yes,3,4,6,5,1,2,7,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,Unknown,Equity,Unknown,Unknown,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,29,Yes,3,6,4,2,5,1,7,Yes,Returns,Unknown,Wealth Creation,3-5 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,FALSE
Female,29,Yes,3,2,7,5,4,1,6,Yes,Risk,Unknown,Wealth Creation,Unknown,Monthly,Unknown,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television,FALSE
Male,28.6,Yes,2,3,7,6,4,1,5,Yes,Risk,Growth,Savings for Future,3-5 years,Daily,20%-30%,Unknown,Health Care,Unknown,Fund Diversification,Safe Investment,Fixed Returns,Television,FALSE
Male,29.2,Yes,16.76606974,3,6,5,1,4,7,Yes,Unknown,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Unknown,Better Returns,Assured Returns,Risk Free,Television,FALSE
Unknown,30,Yes,2,4,7,5,3,1,6,Yes,Returns,Growth,Wealth Creation,Unknown,Daily,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Unknown,28,Yes,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,Unknown,Mutual Fund,Health Care,Unknown,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,31,Yes,2,4,7,5,1,3,6,Yes,Returns,capital appreciation_err,Wealth Creation,More than 5 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Unknown,Unknown,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,26,Yes,3,4,6,5,1,2,7,Yes,Risk,Capital Appreciation,Wealth Creation,Unknown,Daily,20%-30%_err,Mutual Fund,Health Care,Capital Appreciation,Unknown,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,31,Yes,3,2,7,4,5,1,6,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Daily,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Risk Free,Newspapers and Magazines,FALSE
Female,27,No,2,1,3,6,4,5,7,No,Returns,Unknown,Wealth Creation,3-5 years,Daily,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Male,27,Yes,3,6,33.77904611,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,30%-40%,Fixed Deposits,Retirement Plan,Unknown,Tax Benefits,Assured Returns,Fixed Returns,Television,FALSE
Unknown,24.8,Yes,1,2,5,3,45.92673072,6,62.4683885,Unknown,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,Unknown,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Unknown,28,Yes,5,4,7,6,1,2,3,Yes,Risk,Growth,Savings for Future,3-5 years,Daily,20%-30%,Equity,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,FALSE
Female,22,Yes,2,3,7,5,4,1,6,Yes,Unknown,Capital Appreciation,Wealth Creation,1-3 years,Daily,30%-40%,public provident fund_err,Unknown,Dividend,Unknown,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,23,Yes,2,3,6,4,1,5,7,Yes,Returns,Capital Appreciation,Returns,Less than 1 year,Monthly,20%-30%,Fixed Deposits,Unknown,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines,FALSE
Male,24,Yes,2,3,6,5,4,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,30%-40%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,FALSE
Female,27,Yes,2,3,7,5,4,1,6,Yes,returns_err,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,26,Yes,2,4,6,5,3,1,7,Yes,Risk,Unknown,Savings for Future,More than 5 years,Daily,30%-40%,Public Provident Fund,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,28.8,Yes,2,5,7,6,3,1,62.4683885,Yes,Unknown,Capital Appreciation,wealth creation_err,More than 5 years,Weekly,Unknown,Mutual Fund,Retirement Plan,capital appreciation_err,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,25,Yes,3,2,7,4,5,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%,Public Provident Fund,Unknown,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Unknown,FALSE
Female,25,Yes,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,20%-30%,Equity,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Unknown,FALSE
Male,25.8,Yes,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,24,Yes,3,4,6,5,1,2,62.4683885,Yes,Unknown,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Fixed Deposits,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Unknown,Financial Consultants,FALSE
Male,21,Yes,2,3,7,4,6,1,62.4683885,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,23,Yes,2,3,7,5,4,1,6,Yes,Returns,Unknown,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,26.2,Yes,3,2,7,5,4,1,6,Yes,Risk,Growth,Wealth Creation,1-3 years,Weekly,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television,FALSE
Male,32,Yes,2,3,6,5,1,4,7,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television,FALSE
Male,19.8,Yes,38.91517435,3,7,4,6,1,5,Yes,Unknown,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,26,Yes,3,4,6,69.93907057,1,2,7,Yes,Returns,Capital Appreciation,Wealth Creation,Unknown,Monthly,10%-20%,Fixed Deposits,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,26,Yes,3,6,4,2,5,1,7,Yes,returns_err,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Unknown,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,FALSE
Male,32,Unknown,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,Unknown,Daily,30%-40%,Equity,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,FALSE
Male,27,Yes,2,3,6,5,1,4,7,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television,FALSE
Male,29,Yes,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,FALSE
Male,26,Yes,3,4,6,5,1,2,7,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,22,Yes,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,Unknown,Weekly,20%-30%,Public Provident Fund,Health Care,Dividend,Better Returns,assured returns_err,Risk Free,Financial Consultants,FALSE
Female,24,Yes,2,3,7,5,4,1,6,Yes,Unknown,Unknown,Wealth Creation,1-3 years,Monthly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,33,Yes,5,4,3,2,7,1,6,Yes,Returns,Income,Returns,3-5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Female,31,Yes,38.91517435,3,7,4,5,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,24,Yes,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,High Interest Rates,Financial Consultants,FALSE
Female,26,Yes,3,2,7,5,4,1,6,Yes,Risk,Growth,Wealth Creation,1-3 years,Daily,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Unknown,Television,FALSE
