Age,Gender,Education Level,Job Title,Years of Experience,Salary,Age Group,Experience Band
35.0,Male,Phd,Marketing Manager,8.0,80000.0,35-44,5-9 yrs
24.0,Female,Bachelor's,Sales Executive,1.0,35000.0,18-24,0-1 yrs
46.0,Male,Master's,Content Marketing Manager,16.0,160000.0,45-54,15-19 yrs
29.0,Female,High School,Sales Representative,2.0,40000.0,25-34,2-4 yrs
31.0,Female,Bachelor's,Junior Sales Representative,3.0,40000.0,25-34,2-4 yrs
25.0,Female,High School,Sales Associate,1.0,35000.0,25-34,0-1 yrs
39.0,Male,Bachelor's,Sales Director,10.0,100000.0,35-44,10-14 yrs
33.0,Female,Phd,Financial Manager,5.0,70000.0,25-34,5-9 yrs
27.0,Male,Master's,Digital Marketing Manager,3.0,50000.0,25-34,2-4 yrs
43.0,Female,Bachelor's,Marketing Manager,12.0,120000.0,35-44,10-14 yrs
28.0,Male,High School,Sales Executive,2.0,40000.0,25-34,2-4 yrs
31.0,Male,Bachelor's,Sales Associate,3.0,50000.0,25-34,2-4 yrs
46.0,Female,Master's,Marketing Manager,14.0,140000.0,45-54,10-14 yrs
38.0,Female,Bachelor's,Financial Manager,10.0,100000.0,35-44,10-14 yrs
24.0,Male,Phd,Digital Marketing Manager,1.0,30000.0,18-24,0-1 yrs
33.0,Female,Master's,Content Marketing Manager,6.0,75000.0,25-34,5-9 yrs
29.0,Male,High School,Sales Representative,2.0,40000.0,25-34,2-4 yrs
50.0,Female,Bachelor's,Sales Manager,18.0,180000.0,45-54,15-19 yrs
35.0,Male,Phd,Senior Product Marketing Manager,8.0,80000.0,35-44,5-9 yrs
41.0,Male,Master's,Director Of Marketing,12.0,120000.0,35-44,10-14 yrs
26.0,Female,High School,Financial Manager,3.0,45000.0,25-34,2-4 yrs
32.0,Male,Bachelor's,Sales Director,7.0,90000.0,25-34,5-9 yrs
27.0,Female,Phd,Marketing Manager,4.0,55000.0,25-34,2-4 yrs
43.0,Male,Master's,Content Marketing Manager,16.0,160000.0,35-44,15-19 yrs
28.0,Female,Bachelor's,Sales Representative,2.0,40000.0,25-34,2-4 yrs
31.0,Female,High School,Junior Sales Representative,3.0,40000.0,25-34,2-4 yrs
39.0,Male,Bachelor's,Sales Manager,11.0,110000.0,35-44,10-14 yrs
33.0,Female,Phd,Financial Manager,6.0,75000.0,25-34,5-9 yrs
50.0,Female,Master's,Content Marketing Manager,15.0,150000.0,45-54,15-19 yrs
36.0,Male,Bachelor's,Sales Representative,5.0,70000.0,35-44,5-9 yrs
48.0,Female,Phd,Senior Product Marketing Manager,19.0,190000.0,45-54,15-19 yrs
31.0,Male,High School,Junior Sales Representative,3.0,40000.0,25-34,2-4 yrs
29.0,Female,Bachelor's,Sales Director,6.0,75000.0,25-34,5-9 yrs
45.0,Male,Master's,Director Of Marketing,14.0,140000.0,45-54,10-14 yrs
35.0,Female,Phd,Marketing Manager,8.0,80000.0,35-44,5-9 yrs
23.0,Male,Bachelor's,Sales Executive,1.0,35000.0,18-24,0-1 yrs
42.0,Female,Master's,Sales Manager,13.0,130000.0,35-44,10-14 yrs
26.0,Male,High School,Digital Marketing Manager,2.0,40000.0,25-34,2-4 yrs
32.0,Female,Bachelor's,Content Marketing Manager,7.0,90000.0,25-34,5-9 yrs
27.0,Male,Phd,Sales Representative,4.0,55000.0,25-34,2-4 yrs
50.0,Female,Master's,Senior Product Marketing Manager,18.0,180000.0,45-54,15-19 yrs
36.0,Male,Bachelor's,Junior Sales Representative,3.0,45000.0,35-44,2-4 yrs
48.0,Female,Phd,Director Of Marketing,19.0,190000.0,45-54,15-19 yrs
31.0,Male,High School,Sales Associate,3.0,50000.0,25-34,2-4 yrs
29.0,Female,Bachelor's,Financial Manager,4.0,55000.0,25-34,2-4 yrs
45.0,Male,Master's,Marketing Manager,13.0,130000.0,45-54,10-14 yrs
25.0,Female,High School,Sales Executive,1.0,35000.0,25-34,0-1 yrs
41.0,Male,Bachelor's,Content Marketing Manager,12.0,120000.0,35-44,10-14 yrs
35.0,Female,Phd,Senior Product Marketing Manager,9.0,95000.0,35-44,5-9 yrs
23.0,Male,Bachelor's,Sales Representative,1.0,35000.0,18-24,0-1 yrs
42.0,Female,Master's,Digital Marketing Manager,14.0,140000.0,35-44,10-14 yrs
26.0,Male,High School,Sales Manager,2.0,40000.0,25-34,2-4 yrs
32.0,Female,Bachelor's,Director Of Marketing,8.0,80000.0,25-34,5-9 yrs
27.0,Male,Phd,Marketing Manager,4.0,55000.0,25-34,2-4 yrs
50.0,Female,Master's,Content Marketing Manager,19.0,190000.0,45-54,15-19 yrs
36.0,Male,Bachelor's,Sales Director,6.0,75000.0,35-44,5-9 yrs
48.0,Female,Phd,Senior Product Marketing Manager,17.0,170000.0,45-54,15-19 yrs
36.0,Male,Bachelor's,Sales Director,6.0,115000.0,35-44,5-9 yrs
37.0,Male,Master's,Marketing Manager,11.0,110000.0,35-44,10-14 yrs
26.0,Female,Bachelor's,Sales Representative,2.0,40000.0,25-34,2-4 yrs
42.0,Male,Phd,Content Marketing Manager,15.0,150000.0,35-44,15-19 yrs
33.0,Female,High School,Sales Executive,4.0,55000.0,25-34,2-4 yrs
29.0,Male,Bachelor's,Sales Manager,5.0,70000.0,25-34,5-9 yrs
45.0,Female,Master's,Director Of Marketing,16.0,160000.0,45-54,15-19 yrs
24.0,Male,High School,Sales Associate,1.0,35000.0,18-24,0-1 yrs
39.0,Female,Bachelor's,Financial Manager,10.0,100000.0,35-44,10-14 yrs
31.0,Male,Phd,Senior Product Marketing Manager,7.0,90000.0,25-34,5-9 yrs
27.0,Female,Master's,Digital Marketing Manager,3.0,50000.0,25-34,2-4 yrs
43.0,Male,Bachelor's,Content Marketing Manager,14.0,140000.0,35-44,10-14 yrs
28.0,Female,High School,Sales Representative,2.0,40000.0,25-34,2-4 yrs
50.0,Male,Phd,Marketing Manager,18.0,180000.0,45-54,15-19 yrs
35.0,Female,Bachelor's,Sales Executive,7.0,90000.0,35-44,5-9 yrs
23.0,Male,Bachelor's,Sales Manager,1.0,35000.0,18-24,0-1 yrs
41.0,Female,Master's,Director Of Marketing,12.0,120000.0,35-44,10-14 yrs
26.0,Male,High School,Financial Manager,3.0,45000.0,25-34,2-4 yrs
32.0,Female,Bachelor's,Sales Director,8.0,80000.0,25-34,5-9 yrs
50.0,Female,Master's,Content Marketing Manager,18.0,180000.0,45-54,15-19 yrs
36.0,Male,Bachelor's,Sales Representative,6.0,75000.0,35-44,5-9 yrs
29.0,Female,Bachelor's,Sales Director,5.0,70000.0,25-34,5-9 yrs
45.0,Male,Master's,Director Of Marketing,15.0,150000.0,45-54,15-19 yrs
38.0,Male,Master's,Marketing Manager,12.0,120000.0,35-44,10-14 yrs
27.0,Female,Bachelor's,Sales Representative,3.0,45000.0,25-34,2-4 yrs
43.0,Male,Phd,Content Marketing Manager,16.0,160000.0,35-44,15-19 yrs
34.0,Female,High School,Sales Executive,5.0,70000.0,25-34,5-9 yrs
30.0,Male,Bachelor's,Sales Manager,6.0,75000.0,25-34,5-9 yrs
46.0,Female,Master's,Director Of Marketing,17.0,170000.0,45-54,15-19 yrs
40.0,Female,Bachelor's,Financial Manager,11.0,110000.0,35-44,10-14 yrs
32.0,Male,Phd,Senior Product Marketing Manager,8.0,80000.0,25-34,5-9 yrs
28.0,Female,Master's,Digital Marketing Manager,4.0,55000.0,25-34,2-4 yrs
44.0,Male,Bachelor's,Content Marketing Manager,15.0,150000.0,35-44,15-19 yrs
51.0,Male,Phd,Marketing Manager,19.0,190000.0,45-54,15-19 yrs
36.0,Female,Bachelor's,Sales Executive,8.0,80000.0,35-44,5-9 yrs
24.0,Male,Bachelor's,Sales Manager,1.0,35000.0,18-24,0-1 yrs
27.0,Male,High School,Financial Manager,3.0,45000.0,25-34,2-4 yrs
33.0,Female,Bachelor's,Sales Director,7.0,90000.0,25-34,5-9 yrs
28.0,Male,Phd,Marketing Manager,4.0,55000.0,25-34,2-4 yrs
51.0,Female,Master's,Content Marketing Manager,19.0,190000.0,45-54,15-19 yrs
37.0,Male,Bachelor's,Sales Representative,7.0,90000.0,35-44,5-9 yrs
49.0,Female,Phd,Senior Product Marketing Manager,20.0,200000.0,45-54,20+ yrs
32.0,Male,High School,Junior Sales Representative,3.0,40000.0,25-34,2-4 yrs
30.0,Female,Bachelor's,Sales Director,5.0,70000.0,25-34,5-9 yrs
46.0,Male,Master's,Director Of Marketing,16.0,160000.0,45-54,15-19 yrs
26.0,Female,High School,Sales Associate,1.0,35000.0,25-34,0-1 yrs
42.0,Male,Bachelor's,Financial Manager,13.0,130000.0,35-44,10-14 yrs
36.0,Female,Phd,Marketing Manager,9.0,95000.0,35-44,5-9 yrs
24.0,Male,Bachelor's,Sales Executive,1.0,35000.0,18-24,0-1 yrs
43.0,Female,Master's,Sales Manager,14.0,140000.0,35-44,10-14 yrs
27.0,Male,High School,Digital Marketing Manager,2.0,40000.0,25-34,2-4 yrs
33.0,Female,Bachelor's,Content Marketing Manager,7.0,90000.0,25-34,5-9 yrs
28.0,Male,Phd,Sales Representative,4.0,55000.0,25-34,2-4 yrs
51.0,Female,Master's,Senior Product Marketing Manager,19.0,190000.0,45-54,15-19 yrs
37.0,Male,Bachelor's,Junior Sales Representative,6.0,75000.0,35-44,5-9 yrs
49.0,Female,Phd,Director Of Marketing,20.0,200000.0,45-54,20+ yrs
32.0,Male,High School,Sales Associate,3.0,50000.0,25-34,2-4 yrs
30.0,Female,Bachelor's,Financial Manager,4.0,55000.0,25-34,2-4 yrs
46.0,Male,Master's,Marketing Manager,14.0,140000.0,45-54,10-14 yrs
26.0,Female,High School,Sales Executive,1.0,35000.0,25-34,0-1 yrs
42.0,Male,Bachelor's,Content Marketing Manager,13.0,130000.0,35-44,10-14 yrs
36.0,Female,Phd,Senior Product Marketing Manager,10.0,100000.0,35-44,10-14 yrs
24.0,Male,Bachelor's,Sales Representative,1.0,35000.0,18-24,0-1 yrs
43.0,Female,Master's,Digital Marketing Manager,15.0,150000.0,35-44,15-19 yrs
27.0,Male,High School,Sales Manager,2.0,40000.0,25-34,2-4 yrs
33.0,Female,Bachelor's,Director Of Marketing,8.0,80000.0,25-34,5-9 yrs
37.0,Male,Bachelor's,Sales Director,7.0,90000.0,35-44,5-9 yrs
30.0,Female,Bachelor's,Sales Manager,5.0,70000.0,25-34,5-9 yrs
